SYMBOL,MKTCAP,SECTOR,INDUSTRY
HURN,$1B (Small),Industrials,Professional Services
H,$7B (Mid),Consumer Discretionary,"Hotels, Restaurants & Leisure"
IAC,$5B (Mid),Information Technology,Internet Software & Services
IAG,$2B (Small),Materials,Metals & Mining
IBKC,$3B (Small),Financials,Banks
IEP,$8B (Mid),Industrials,Industrial Conglomerates
IBN,$22B (Large),Financials,Banks
ICLR,$4B (Mid),Health Care,Life Sciences Tools & Services
ICUI,$2B (Small),Health Care,Health Care Equipment & Supplies
IDA,$4B (Mid),Utilities,Electric Utilities
IEX,$7B (Mid),Industrials,Machinery
IDXX,$10B (Mid),Health Care,Health Care Equipment & Supplies
INFO,$15B (Mid),Industrials,Professional Services
IIVI,$2B (Small),Information Technology,"Electronic Equipment, Instruments & Components"
ILG,$2B (Small),Consumer Discretionary,"Hotels, Restaurants & Leisure"
ITW,$44B (Large),Industrials,Machinery
ILMN,$19B (Mid),Health Care,Life Sciences Tools & Services
ICGL,$5B (Mid),Consumer Staples,Food Products
IMAX,$2B (Small),Consumer Discretionary,Media
IMBBY,$41B (Large),Consumer Staples,Tobacco
IMO,$29B (Large),Energy,"Oil, Gas & Consumable Fuels"
IMPV,$1B (Small),Information Technology,Software
INCR,$3B (Small),Health Care,Life Sciences Tools & Services
INCY,$19B (Mid),Health Care,Biotechnology
INDB,$2B (Small),Financials,Banks
IBTX,$1B (Small),Financials,Banks
IBA,$2B (Small),Consumer Staples,Food Products
IFNNY,$18B (Mid),Information Technology,Semiconductors & Semiconductor Equipment
INFN,$1B (Small),Information Technology,Communications Equipment
INFY,$33B (Large),Information Technology,IT Services
ING,$52B (Large),Financials,Banks
IR,$19B (Mid),Industrials,Machinery
NGVT,$2B (Small),Materials,Chemicals
IM,$6B (Mid),Information Technology,"Electronic Equipment, Instruments & Components"
INGR,$9B (Mid),Consumer Staples,Food Products
IOSP,$2B (Small),Materials,Chemicals
INVA,$1B (Small),Health Care,Pharmaceuticals
INGN,$1B (Small),Health Care,Health Care Equipment & Supplies
INOV,$2B (Small),Health Care,Health Care Technology
IPHI,$2B (Small),Information Technology,Semiconductors & Semiconductor Equipment
NSIT,$1B (Small),Information Technology,"Electronic Equipment, Instruments & Components"
NSP,$2B (Small),Industrials,Professional Services
IBP,$1B (Small),Consumer Discretionary,Household Durables
PODD,$2B (Small),Health Care,Health Care Equipment & Supplies
IART,$3B (Small),Health Care,Health Care Equipment & Supplies
IDTI,$3B (Small),Information Technology,Semiconductors & Semiconductor Equipment
INTC,$162B (Large),Information Technology,Semiconductors & Semiconductor Equipment
IBKR,$15B (Mid),Financials,Capital Markets
ICPT,$2B (Small),Health Care,Biotechnology
ICE,$34B (Large),Financials,Capital Markets
IHG,$8B (Mid),Consumer Discretionary,"Hotels, Restaurants & Leisure"
IDCC,$3B (Small),Information Technology,Communications Equipment
TILE,$1B (Small),Industrials,Commercial Services & Supplies
IBOC,$3B (Small),Financials,Banks
IBM,$152B (Large),Information Technology,IT Services
IFF,$10B (Mid),Materials,Chemicals
IGT,$5B (Mid),Consumer Discretionary,"Hotels, Restaurants & Leisure"
IP,$21B (Large),Materials,Containers & Packaging
IOC,$2B (Small),Energy,"Oil, Gas & Consumable Fuels"
IPG,$10B (Mid),Consumer Discretionary,Media
ISIL,$3B (Small),Information Technology,Semiconductors & Semiconductor Equipment
INXN,$2B (Small),Information Technology,IT Services
XON,$3B (Small),Health Care,Biotechnology
INTU,$29B (Large),Information Technology,Software
ISRG,$25B (Large),Health Care,Health Care Equipment & Supplies
IVZ,$13B (Mid),Financials,Capital Markets
IVR,$2B (Small),Financials,Mortgage Real Estate Investment Trusts (REITs)
ISBC,$4B (Mid),Financials,Banks
IONS,$5B (Mid),Health Care,Biotechnology
IPGP,$5B (Mid),Information Technology,"Electronic Equipment, Instruments & Components"
IRBT,$2B (Small),Consumer Discretionary,Household Durables
IRM,$9B (Mid),Real Estate,Equity Real Estate Investment Trusts (REITs)
IRWD,$2B (Small),Health Care,Biotechnology
ITUB,$31B (Large),Financials,Banks
ITRI,$2B (Small),Information Technology,"Electronic Equipment, Instruments & Components"
ITT,$4B (Small),Industrials,Machinery
XXIA,$1B (Small),Information Technology,Communications Equipment
JJSF,$2B (Small),Consumer Staples,Food Products
JBHT,$11B (Mid),Industrials,Road & Rail
JCP,$3B (Small),Consumer Discretionary,Multiline Retail
SJM,$15B (Mid),Consumer Staples,Food Products
JSAIY,$6B (Mid),Consumer Staples,Food & Staples Retailing
JCOM,$4B (Small),Information Technology,Internet Software & Services
JBL,$4B (Small),Information Technology,"Electronic Equipment, Instruments & Components"
JKHY,$7B (Mid),Information Technology,IT Services
JACK,$3B (Small),Consumer Discretionary,"Hotels, Restaurants & Leisure"
JEC,$7B (Mid),Industrials,Construction & Engineering
JHX,$7B (Mid),Materials,Construction Materials
JRVR,$1B (Small),Financials,Insurance
JNS,$2B (Small),Financials,Capital Markets
JAZZ,$6B (Mid),Health Care,Pharmaceuticals
JD,$37B (Large),Consumer Discretionary,Internet & Direct Marketing Retail
JBLU,$7B (Mid),Industrials,Airlines
JBT,$2B (Small),Industrials,Machinery
JNJ,$305B (Large),Health Care,Pharmaceuticals
JCI,$42B (Large),Industrials,Building Products
JLL,$5B (Mid),Real Estate,Real Estate Management & Development
JOY,$3B (Small),Industrials,Machinery
JPM,$292B (Large),Financials,Banks
JUHL,$7B (Mid),Utilities,Independent Power and Renewable Electricity Producers
JNPR,$10B (Mid),Information Technology,Communications Equipment
JUNO,$2B (Small),Health Care,Biotechnology
KALU,$1B (Small),Materials,Metals & Mining
KAMN,$1B (Small),Industrials,Trading Companies & Distributors
KSU,$9B (Mid),Industrials,Road & Rail
KS,$2B (Small),Materials,Paper & Forest Products
KAR,$6B (Mid),Industrials,Commercial Services & Supplies
KATE,$2B (Small),Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
KWHIY,$5B (Mid),Industrials,Machinery
KB,$15B (Mid),Financials,Banks
KBH,$1B (Small),Consumer Discretionary,Household Durables
KBR,$2B (Small),Industrials,Construction & Engineering
KCG,$1B (Small),Financials,Capital Markets
KRNY,$1B (Small),Financials,Thrifts & Mortgage Finance
K,$25B (Large),Consumer Staples,Food Products
KMPR,$2B (Small),Financials,Insurance
KMT,$3B (Small),Industrials,Machinery
KW,$2B (Small),Real Estate,Real Estate Management & Development
KEY,$19B (Mid),Financials,Banks
KEYS,$6B (Mid),Information Technology,"Electronic Equipment, Instruments & Components"
KRC,$7B (Mid),Real Estate,Equity Real Estate Investment Trusts (REITs)
KMB,$41B (Large),Consumer Staples,Household Products
KIM,$11B (Mid),Real Estate,Equity Real Estate Investment Trusts (REITs)
KMI,$48B (Large),Energy,"Oil, Gas & Consumable Fuels"
KGC,$4B (Mid),Materials,Metals & Mining
KEX,$4B (Small),Industrials,Marine
KNBWY,$15B (Mid),Consumer Staples,Beverages
KITE,$3B (Small),Health Care,Biotechnology
KRG,$2B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
KKR,$12B (Mid),Financials,Capital Markets
KLAC,$12B (Mid),Information Technology,Semiconductors & Semiconductor Equipment
KLBAY,$4B (Mid),Materials,Containers & Packaging
KLXI,$2B (Small),Industrials,Aerospace & Defense
KNX,$3B (Small),Industrials,Road & Rail
KNL,$1B (Small),Industrials,Commercial Services & Supplies
KN,$1B (Small),Information Technology,"Electronic Equipment, Instruments & Components"
KBSTY,$3B (Small),Materials,Metals & Mining
KSS,$10B (Mid),Consumer Discretionary,Multiline Retail
KMTUY,$22B (Large),Industrials,Machinery
KNMCY,$5B (Mid),Information Technology,Software
ADRNY,$25B (Large),Consumer Staples,Food & Staples Retailing
RDSMY,$10B (Mid),Materials,Chemicals
KKPNY,$12B (Mid),Telecommunication Services,Diversified Telecommunication Services
PHG,$26B (Large),Industrials,Industrial Conglomerates
KEP,$24B (Large),Utilities,Electric Utilities
KFY,$1B (Small),Industrials,Professional Services
KOS,$2B (Small),Energy,"Oil, Gas & Consumable Fuels"
KHC,$98B (Large),Consumer Staples,Food Products
KR,$31B (Large),Consumer Staples,Food & Staples Retailing
KRO,$1B (Small),Materials,Chemicals
KT,$7B (Mid),Telecommunication Services,Diversified Telecommunication Services
KUBTY,$19B (Mid),Industrials,Machinery
KLIC,$1B (Small),Information Technology,Semiconductors & Semiconductor Equipment
KYO,$18B (Mid),Information Technology,"Electronic Equipment, Instruments & Components"
LB,$21B (Large),Consumer Discretionary,Specialty Retail
LLL,$12B (Mid),Industrials,Aerospace & Defense
LQ,$2B (Small),Consumer Discretionary,"Hotels, Restaurants & Leisure"
LZB,$1B (Small),Consumer Discretionary,Household Durables
LH,$13B (Mid),Health Care,Health Care Providers & Services
LADR,$2B (Small),Financials,Mortgage Real Estate Investment Trusts (REITs)
HCMLY,$32B (Large),Materials,Construction Materials
LRCX,$16B (Mid),Information Technology,Semiconductors & Semiconductor Equipment
LAMR,$6B (Mid),Real Estate,Equity Real Estate Investment Trusts (REITs)
LW,$5B (Mid),Consumer Staples,Food Products
LANC,$4B (Small),Consumer Staples,Food Products
LSTR,$4B (Small),Industrials,Road & Rail
LPI,$4B (Small),Energy,"Oil, Gas & Consumable Fuels"
LVS,$48B (Large),Consumer Discretionary,"Hotels, Restaurants & Leisure"
LHO,$3B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
LFL,$5B (Mid),Industrials,Airlines
LAZ,$5B (Mid),Financials,Capital Markets
LEA,$9B (Mid),Consumer Discretionary,Auto Components
LTXB,$2B (Small),Financials,Banks
LM,$3B (Small),Financials,Capital Markets
LEG,$6B (Mid),Consumer Discretionary,Household Durables
LDOS,$8B (Mid),Information Technology,IT Services
LC,$2B (Small),Financials,Consumer Finance
TREE,$1B (Small),Financials,Thrifts & Mortgage Finance
LEN,$8B (Mid),Consumer Discretionary,Household Durables
LII,$6B (Mid),Industrials,Building Products
LNVGY,$7B (Mid),Information Technology,"Technology Hardware, Storage & Peripherals"
LUK,$8B (Mid),Financials,Diversified Financial Services
LVLT,$20B (Mid),Telecommunication Services,Diversified Telecommunication Services
LXRX,$2B (Small),Health Care,Biotechnology
LXP,$2B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
LPL,$8B (Mid),Information Technology,"Electronic Equipment, Instruments & Components"
LBRDA,$2B (Small),Consumer Discretionary,Media
LEXEA,$2B (Small),Consumer Discretionary,Internet & Direct Marketing Retail
QVCA,$9B (Mid),Consumer Discretionary,Internet & Direct Marketing Retail
LPT,$6B (Mid),Real Estate,Equity Real Estate Investment Trusts (REITs)
LTRPA,$1B (Small),Consumer Discretionary,Internet & Direct Marketing Retail
LSI,$4B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
LOCK,$2B (Small),Consumer Discretionary,Diversified Consumer Services
LPNT,$2B (Small),Health Care,Health Care Providers & Services
LGND,$2B (Small),Health Care,Biotechnology
LECO,$5B (Mid),Industrials,Machinery
LNC,$15B (Mid),Financials,Insurance
LN,$8B (Mid),Information Technology,Software
LLTC,$15B (Mid),Information Technology,Semiconductors & Semiconductor Equipment
LNKD,$26B (Large),Information Technology,Internet Software & Services
LGF,$3B (Small),Consumer Discretionary,Media
LAD,$2B (Small),Consumer Discretionary,Specialty Retail
LFUS,$3B (Small),Information Technology,"Electronic Equipment, Instruments & Components"
LYV,$6B (Mid),Consumer Discretionary,Media
LKQ,$10B (Mid),Consumer Discretionary,Distributors
LYG,$52B (Large),Financials,Banks
LMT,$78B (Large),Industrials,Aerospace & Defense
L,$15B (Mid),Financials,Insurance
LOGI,$4B (Mid),Information Technology,"Technology Hardware, Storage & Peripherals"
LOGM,$2B (Small),Information Technology,Internet Software & Services
LIVX,$2B (Small),Consumer Discretionary,Media
LPX,$3B (Small),Materials,Paper & Forest Products
LOW,$63B (Large),Consumer Discretionary,Specialty Retail
LPLA,$4B (Small),Financials,Capital Markets
LTC,$2B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
LULU,$8B (Mid),Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
LITE,$2B (Small),Information Technology,Communications Equipment
LXFT,$2B (Small),Information Technology,IT Services
LUX,$26B (Large),Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
LVMUY,$91B (Large),Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
LYB,$36B (Large),Materials,Chemicals
MTB,$23B (Large),Financials,Banks
MAC,$10B (Mid),Real Estate,Equity Real Estate Investment Trusts (REITs)
CLI,$2B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
MTSI,$3B (Small),Information Technology,Semiconductors & Semiconductor Equipment
MIC,$7B (Mid),Industrials,Transportation Infrastructure
M,$13B (Mid),Consumer Discretionary,Multiline Retail
MSG,$4B (Mid),Consumer Discretionary,Media
MGLN,$2B (Small),Health Care,Health Care Providers & Services
MMP,$16B (Mid),Energy,"Oil, Gas & Consumable Fuels"
MGA,$16B (Mid),Consumer Discretionary,Auto Components
MYTAY,$2B (Small),Telecommunication Services,Diversified Telecommunication Services
MHLD,$1B (Small),Financials,Insurance
MMYT,$1B (Small),Consumer Discretionary,Internet & Direct Marketing Retail
MKTAY,$9B (Mid),Industrials,Machinery
MNK,$6B (Mid),Health Care,Pharmaceuticals
MANU,$2B (Small),Consumer Discretionary,Media
MANH,$4B (Small),Information Technology,Software
MFS,$2B (Small),Industrials,Machinery
MAN,$6B (Mid),Industrials,Professional Services
MANT,$2B (Small),Information Technology,IT Services
MFC,$35B (Large),Financials,Insurance
MRO,$15B (Mid),Energy,"Oil, Gas & Consumable Fuels"
MPC,$25B (Large),Energy,"Oil, Gas & Consumable Fuels"
MKL,$12B (Mid),Financials,Insurance
MKTX,$6B (Mid),Financials,Capital Markets
MAR,$31B (Large),Consumer Discretionary,"Hotels, Restaurants & Leisure"
VAC,$2B (Small),Consumer Discretionary,"Hotels, Restaurants & Leisure"
MMC,$35B (Large),Financials,Insurance
MLM,$14B (Mid),Materials,Construction Materials
MRVL,$7B (Mid),Information Technology,Semiconductors & Semiconductor Equipment
MAS,$10B (Mid),Industrials,Building Products
MASI,$3B (Small),Health Care,Health Care Equipment & Supplies
DOOR,$2B (Small),Industrials,Building Products
MTZ,$3B (Small),Industrials,Construction & Engineering
MA,$110B (Large),Information Technology,IT Services
MTDR,$2B (Small),Energy,"Oil, Gas & Consumable Fuels"
MTCH,$4B (Mid),Information Technology,Internet Software & Services
MATX,$2B (Small),Industrials,Marine
MAT,$10B (Mid),Consumer Discretionary,Leisure Products
MATW,$2B (Small),Industrials,Commercial Services & Supplies
MXIM,$11B (Mid),Information Technology,Semiconductors & Semiconductor Equipment
MMS,$3B (Small),Information Technology,IT Services
MXL,$1B (Small),Information Technology,Semiconductors & Semiconductor Equipment
MBFI,$4B (Small),Financials,Banks
MBI,$1B (Small),Financials,Insurance
MKC,$10B (Mid),Consumer Staples,Food Products
MDR,$2B (Small),Energy,Energy Equipment & Services
MCD,$98B (Large),Consumer Discretionary,"Hotels, Restaurants & Leisure"
MCK,$32B (Large),Health Care,Health Care Providers & Services
MDC,$1B (Small),Consumer Discretionary,Household Durables
MDU,$5B (Mid),Utilities,Multi-Utilities
MJN,$13B (Mid),Consumer Staples,Food Products
MTL,$1B (Small),Materials,Metals & Mining
MEG,$2B (Small),Consumer Discretionary,Media
MPW,$4B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
MDCO,$2B (Small),Health Care,Pharmaceuticals
MDSO,$3B (Small),Health Care,Health Care Technology
MD,$6B (Mid),Health Care,Health Care Providers & Services
MEDP,$2B (Small),Health Care,Life Sciences Tools & Services
MDT,$100B (Large),Health Care,Health Care Equipment & Supplies
MPEL,$10B (Mid),Consumer Discretionary,"Hotels, Restaurants & Leisure"
MLNX,$2B (Small),Information Technology,Semiconductors & Semiconductor Equipment
MENT,$4B (Mid),Information Technology,Software
MELI,$7B (Mid),Information Technology,Internet Software & Services
MRK,$169B (Large),Health Care,Pharmaceuticals
MCY,$3B (Small),Financials,Insurance
MRCY,$1B (Small),Industrials,Aerospace & Defense
MDP,$2B (Small),Consumer Discretionary,Media
MMSI,$1B (Small),Health Care,Health Care Equipment & Supplies
MTH,$1B (Small),Consumer Discretionary,Household Durables
MTOR,$1B (Small),Industrials,Machinery
MPG,$1B (Small),Consumer Discretionary,Auto Components
MEOH,$4B (Mid),Materials,Chemicals
MEI,$1B (Small),Information Technology,"Electronic Equipment, Instruments & Components"
MET,$61B (Large),Financials,Insurance
MXCYY,$4B (Mid),Industrials,Machinery
MTD,$11B (Mid),Health Care,Life Sciences Tools & Services
MFA,$3B (Small),Financials,Mortgage Real Estate Investment Trusts (REITs)
MGEE,$2B (Small),Utilities,Electric Utilities
MTG,$3B (Small),Financials,Thrifts & Mortgage Finance
MGP,$1B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
MGM,$17B (Mid),Consumer Discretionary,"Hotels, Restaurants & Leisure"
KORS,$8B (Mid),Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
MIK,$5B (Mid),Consumer Discretionary,Specialty Retail
MCHP,$13B (Mid),Information Technology,Semiconductors & Semiconductor Equipment
MU,$20B (Mid),Information Technology,Semiconductors & Semiconductor Equipment
MSCC,$6B (Mid),Information Technology,Semiconductors & Semiconductor Equipment
MSFT,$461B (Large),Information Technology,Software
MSTR,$2B (Small),Information Technology,Software
MAA,$7B (Mid),Real Estate,Equity Real Estate Investment Trusts (REITs)
MIDD,$8B (Mid),Industrials,Machinery
MCRN,$1B (Small),Industrials,Machinery
MIICF,$4B (Mid),Telecommunication Services,Wireless Telecommunication Services
MTX,$3B (Small),Materials,Chemicals
MTU,$85B (Large),Financials,Banks
MITSY,$25B (Large),Industrials,Trading Companies & Distributors
MFG,$47B (Large),Financials,Banks
MKSI,$3B (Small),Information Technology,Semiconductors & Semiconductor Equipment
MBT,$8B (Mid),Telecommunication Services,Wireless Telecommunication Services
MINI,$1B (Small),Industrials,Commercial Services & Supplies
MBLY,$8B (Mid),Information Technology,Software
MC,$1B (Small),Financials,Capital Markets
MHK,$14B (Mid),Consumer Discretionary,Household Durables
MOH,$3B (Small),Health Care,Health Care Providers & Services
TAP,$19B (Mid),Consumer Staples,Beverages
MOMO,$5B (Mid),Information Technology,Internet Software & Services
MDLZ,$64B (Large),Consumer Staples,Food Products
MORE,$2B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
MPWR,$3B (Small),Information Technology,Semiconductors & Semiconductor Equipment
MNRO,$2B (Small),Consumer Discretionary,Specialty Retail
MON,$46B (Large),Materials,Chemicals
MNST,$25B (Large),Consumer Staples,Beverages
MCO,$19B (Mid),Financials,Capital Markets
MS,$78B (Large),Financials,Capital Markets
MORN,$3B (Small),Financials,Capital Markets
MOS,$10B (Mid),Materials,Chemicals
MSI,$13B (Mid),Information Technology,Communications Equipment
MPLX,$12B (Mid),Energy,"Oil, Gas & Consumable Fuels"
MRC,$2B (Small),Industrials,Trading Companies & Distributors
MSADY,$19B (Mid),Financials,Insurance
MSA,$2B (Small),Industrials,Commercial Services & Supplies
MSM,$5B (Mid),Industrials,Trading Companies & Distributors
MSCI,$7B (Mid),Financials,Capital Markets
MSGN,$2B (Small),Consumer Discretionary,Media
MLI,$2B (Small),Industrials,Machinery
MWA,$2B (Small),Industrials,Machinery
LABL,$1B (Small),Industrials,Commercial Services & Supplies
MUR,$6B (Mid),Energy,"Oil, Gas & Consumable Fuels"
MUSA,$3B (Small),Consumer Discretionary,Specialty Retail
MYL,$19B (Mid),Health Care,Pharmaceuticals
MYGN,$1B (Small),Health Care,Biotechnology
NBR,$5B (Mid),Energy,Energy Equipment & Services
NH,$1B (Small),Health Care,Health Care Technology
NDAQ,$11B (Mid),Financials,Capital Markets
NPSNY,$62B (Large),Consumer Discretionary,Media
NABZY,$57B (Large),Financials,Banks
NBGGY,$2B (Small),Financials,Banks
FIZZ,$2B (Small),Consumer Staples,Beverages
NFG,$5B (Mid),Utilities,Gas Utilities
NGHC,$2B (Small),Financials,Insurance
NGG,$43B (Large),Utilities,Multi-Utilities
NHI,$3B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
NATI,$4B (Small),Information Technology,"Electronic Equipment, Instruments & Components"
NOV,$14B (Mid),Energy,Energy Equipment & Services
NNN,$6B (Mid),Real Estate,Equity Real Estate Investment Trusts (REITs)
NSM,$2B (Small),Financials,Thrifts & Mortgage Finance
BABY,$1B (Small),Health Care,Health Care Equipment & Supplies
NAVI,$5B (Mid),Financials,Consumer Finance
NCI,$1B (Small),Industrials,Professional Services
NAVG,$2B (Small),Financials,Insurance
NAV,$3B (Small),Industrials,Machinery
NBTB,$2B (Small),Financials,Banks
NCS,$1B (Small),Industrials,Building Products
NCR,$5B (Mid),Information Technology,"Technology Hardware, Storage & Peripherals"
NP,$1B (Small),Materials,Paper & Forest Products
NKTR,$2B (Small),Health Care,Pharmaceuticals
NNI,$2B (Small),Financials,Consumer Finance
NEOG,$2B (Small),Health Care,Health Care Equipment & Supplies
NTAP,$10B (Mid),Information Technology,"Technology Hardware, Storage & Peripherals"
NTES,$29B (Large),Information Technology,Internet Software & Services
NFLX,$52B (Large),Consumer Discretionary,Internet & Direct Marketing Retail
NTGR,$2B (Small),Information Technology,Communications Equipment
NTCT,$3B (Small),Information Technology,Communications Equipment
NBIX,$4B (Small),Health Care,Biotechnology
NERO,$37B (Large),Consumer Discretionary,Media
NSR,$1B (Small),Information Technology,IT Services
NVRO,$2B (Small),Health Care,Health Care Equipment & Supplies
NGD,$2B (Small),Materials,Metals & Mining
NJR,$3B (Small),Utilities,Gas Utilities
EDU,$7B (Mid),Consumer Discretionary,Diversified Consumer Services
NEWR,$2B (Small),Information Technology,Internet Software & Services
NRZ,$4B (Mid),Financials,Mortgage Real Estate Investment Trusts (REITs)
NYCB,$8B (Mid),Financials,Thrifts & Mortgage Finance
NYRT,$2B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
NYT,$2B (Small),Consumer Discretionary,Media
NWL,$22B (Large),Consumer Discretionary,Household Durables
NFX,$9B (Mid),Energy,"Oil, Gas & Consumable Fuels"
NEU,$5B (Mid),Materials,Chemicals
NEM,$18B (Mid),Materials,Metals & Mining
NWSA,$4B (Mid),Consumer Discretionary,Media
NXST,$2B (Small),Consumer Discretionary,Media
NEE,$53B (Large),Utilities,Electric Utilities
NEP,$1B (Small),Utilities,Independent Power and Renewable Electricity Producers
NGL,$2B (Small),Energy,"Oil, Gas & Consumable Fuels"
EGOV,$2B (Small),Information Technology,Internet Software & Services
NICE,$4B (Mid),Information Technology,Software
NJDCY,$26B (Large),Industrials,Electrical Equipment
NLSN,$15B (Mid),Industrials,Professional Services
NKE,$84B (Large),Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
NTT,$82B (Large),Telecommunication Services,Diversified Telecommunication Services
NI,$7B (Mid),Utilities,Multi-Utilities
NSANY,$36B (Large),Consumer Discretionary,Automobiles
LUKOY,$37B (Large),Energy,"Oil, Gas & Consumable Fuels"
NOAH,$1B (Small),Financials,Capital Markets
NE,$2B (Small),Energy,Energy Equipment & Services
NBL,$17B (Mid),Energy,"Oil, Gas & Consumable Fuels"
NOK,$24B (Large),Information Technology,Communications Equipment
NOMD,$2B (Small),Consumer Staples,Food Products
NMR,$21B (Large),Financials,Capital Markets
NORD,$2B (Small),Consumer Discretionary,Diversified Consumer Services
NDSN,$6B (Mid),Industrials,Machinery
JWN,$10B (Mid),Consumer Discretionary,Multiline Retail
NSC,$31B (Large),Industrials,Road & Rail
NHYDY,$10B (Mid),Materials,Metals & Mining
NTRS,$19B (Mid),Financials,Capital Markets
NOC,$44B (Large),Industrials,Aerospace & Defense
NSAM,$3B (Small),Financials,Capital Markets
NRF,$3B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
NWBI,$2B (Small),Financials,Thrifts & Mortgage Finance
NWN,$2B (Small),Utilities,Gas Utilities
NWE,$3B (Small),Utilities,Multi-Utilities
NCLH,$9B (Mid),Consumer Discretionary,"Hotels, Restaurants & Leisure"
NG,$1B (Small),Materials,Metals & Mining
NVS,$158B (Large),Health Care,Pharmaceuticals
NOVKY,$33B (Large),Energy,"Oil, Gas & Consumable Fuels"
NVO,$67B (Large),Health Care,Pharmaceuticals
DNOW,$2B (Small),Industrials,Trading Companies & Distributors
NRG,$4B (Small),Utilities,Independent Power and Renewable Electricity Producers
DCM,$85B (Large),Telecommunication Services,Wireless Telecommunication Services
NUS,$3B (Small),Consumer Staples,Personal Products
NUAN,$5B (Mid),Information Technology,Software
NUE,$20B (Mid),Materials,Metals & Mining
NS,$4B (Small),Energy,"Oil, Gas & Consumable Fuels"
NSH,$1B (Small),Energy,"Oil, Gas & Consumable Fuels"
NTNX,$4B (Small),Information Technology,Internet Software & Services
NUVA,$3B (Small),Health Care,Health Care Equipment & Supplies
NVDA,$47B (Large),Information Technology,Semiconductors & Semiconductor Equipment
NVR,$6B (Mid),Consumer Discretionary,Household Durables
NXPI,$34B (Large),Information Technology,Semiconductors & Semiconductor Equipment
NXTM,$2B (Small),Health Care,Health Care Equipment & Supplies
ORLY,$26B (Large),Consumer Discretionary,Specialty Retail
OAK,$6B (Mid),Financials,Capital Markets
OAS,$4B (Small),Energy,"Oil, Gas & Consumable Fuels"
OXY,$54B (Large),Energy,"Oil, Gas & Consumable Fuels"
OII,$3B (Small),Energy,Energy Equipment & Services
OCLR,$1B (Small),Information Technology,Communications Equipment
ODP,$3B (Small),Consumer Discretionary,Specialty Retail
OGE,$6B (Mid),Utilities,Electric Utilities
OIS,$2B (Small),Energy,Energy Equipment & Services
ODFL,$7B (Mid),Industrials,Road & Rail
ONB,$2B (Small),Financials,Banks
ORI,$5B (Mid),Financials,Insurance
OLN,$4B (Mid),Materials,Chemicals
OLLI,$2B (Small),Consumer Discretionary,Multiline Retail
OMAM,$2B (Small),Financials,Capital Markets
OHI,$6B (Mid),Real Estate,Equity Real Estate Investment Trusts (REITs)
OMCL,$1B (Small),Health Care,Health Care Technology
OMC,$20B (Large),Consumer Discretionary,Media
OMVKY,$11B (Mid),Energy,"Oil, Gas & Consumable Fuels"
ASGN,$2B (Small),Industrials,Professional Services
ON,$5B (Mid),Information Technology,Semiconductors & Semiconductor Equipment
OGS,$3B (Small),Utilities,Gas Utilities
OB,$1B (Small),Financials,Insurance
OMF,$3B (Small),Financials,Consumer Finance
OKE,$12B (Mid),Energy,"Oil, Gas & Consumable Fuels"
OKS,$12B (Mid),Energy,"Oil, Gas & Consumable Fuels"
OTEX,$8B (Mid),Information Technology,Software
OPHT,$1B (Small),Health Care,Biotechnology
OPK,$6B (Mid),Health Care,Biotechnology
ORCL,$158B (Large),Information Technology,Software
ORAN,$37B (Large),Telecommunication Services,Diversified Telecommunication Services
OA,$5B (Mid),Industrials,Aerospace & Defense
ORBK,$1B (Small),Information Technology,"Electronic Equipment, Instruments & Components"
OEC,$1B (Small),Materials,Chemicals
IX,$20B (Large),Financials,Diversified Financial Services
ORA,$2B (Small),Utilities,Independent Power and Renewable Electricity Producers
OSK,$5B (Mid),Industrials,Machinery
OSIS,$1B (Small),Information Technology,"Electronic Equipment, Instruments & Components"
OTTR,$2B (Small),Utilities,Electric Utilities
OUT,$3B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
OMI,$2B (Small),Health Care,Health Care Providers & Services
OC,$6B (Mid),Industrials,Building Products
OI,$3B (Small),Materials,Containers & Packaging
OXM,$1B (Small),Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
PCAR,$22B (Large),Industrials,Machinery
PCRX,$1B (Small),Health Care,Pharmaceuticals
PKG,$8B (Mid),Materials,Containers & Packaging
PACW,$6B (Mid),Financials,Banks
PANW,$12B (Mid),Information Technology,Communications Equipment
PAM,$2B (Small),Utilities,Electric Utilities
